ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_1,wt_GFPpos_24hpf_2,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_1,wt_GFPpos_48hpf_2,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_1,wt_GFPpos_72hpf_2,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_1,gata5_GFPpos_72hpf_2,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_1,tbx5_GFPpos_72hpf_2,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_1,hand2_GFPpos_72hpf_2
ENSDARG00000032990,891,501,437,1529,577,964,588,152,1054,739,223,319,2014,1054,512,455,524,656
ENSDARG00000032997,124,195,169,149,300,316,61,443,371,158,291,374,196,418,497,95,398,327
ENSDARG00000033009,2621,3373,3194,3585,4120,5257,2855,4387,8287,3051,1977,2592,8206,5191,4308,2288,4864,3239
ENSDARG00000033012,1401,1789,3841,1436,956,1428,961,1640,2513,918,817,501,3127,2848,1135,636,2623,1916
ENSDARG00000033020,15,27,0,25,95,47,33,17,0,21,26,53,28,70,153,19,71,90
ENSDARG00000033029,141,0,0,152,33,115,110,140,630,133,43,16,208,43,0,125,135,18
ENSDARG00000033042,49,323,345,29,94,54,128,363,376,45,213,77,147,780,188,50,961,875
ENSDARG00000033046,195,94,1,232,201,115,88,161,252,210,15,21,580,309,124,217,75,106
ENSDARG00000033056,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0
ENSDARG00000033071,0,51,25,0,0,0,0,0,0,2,0,0,19,0,0,0,0,0
ENSDARG00000033089,93,903,739,79,148,252,177,96,648,116,80,21,366,115,27,138,242,83
ENSDARG00000033099,589,430,781,440,424,790,355,763,1417,290,267,344,672,1068,445,193,952,744
ENSDARG00000033104,0,0,33,16,0,0,8,0,0,34,0,0,0,11,0,0,0,13
ENSDARG00000033126,39,25,47,51,36,78,36,109,145,32,1,65,127,185,47,61,109,142
ENSDARG00000033134,91,146,222,73,79,124,25,216,110,57,58,104,99,84,118,81,141,109
ENSDARG00000033138,31,32,14,44,62,70,55,122,260,39,43,47,143,55,47,30,93,97
ENSDARG00000033140,31,0,0,126,157,220,145,569,703,165,131,214,647,217,125,252,314,459
ENSDARG00000033144,0,0,33,0,0,8,11,0,296,1,0,14,9,101,33,10,91,129
ENSDARG00000033160,18,61,140,6,866,464,102,1752,1090,177,262,441,481,1801,1972,179,1728,877
ENSDARG00000033161,50,0,0,22,52,0,13,0,192,51,20,0,126,0,0,32,0,0
ENSDARG00000033170,150,462,718,119,214,159,99,285,312,83,143,135,136,378,332,26,262,239
ENSDARG00000033171,44,124,150,33,141,187,68,642,252,103,76,132,139,239,339,38,257,172
ENSDARG00000033172,1849,536,673,572,1820,1482,219,1542,2065,224,510,463,756,1522,1266,343,1367,1141
ENSDARG00000033175,165,193,359,196,289,288,175,536,440,174,285,38,233,300,250,159,387,289
ENSDARG00000033179,19,94,35,96,632,696,43,331,390,16,77,224,76,85,124,49,365,295
ENSDARG00000033182,58,633,280,104,92,47,15,59,352,80,86,39,163,490,102,82,214,50
ENSDARG00000033184,469,989,2456,1015,1421,2196,416,1417,1566,650,800,725,1942,2304,995,843,2148,1682
ENSDARG00000033201,7,29,50,129,522,571,44,262,212,73,40,62,301,47,120,101,945,305
ENSDARG00000033227,23,277,815,58,148,65,6,604,873,3,248,97,88,718,346,105,594,854
ENSDARG00000033231,10,0,40,10,15,0,0,0,0,0,0,0,8,0,1,0,4,1
ENSDARG00000033234,62,520,531,810,188,343,254,310,336,583,118,120,3694,417,372,908,164,191
ENSDARG00000033251,42,125,184,105,146,30,85,285,284,85,288,137,71,440,417,13,135,184
ENSDARG00000033259,356,513,462,393,452,720,209,549,953,173,276,269,564,731,369,198,662,589
ENSDARG00000033273,355,652,1082,183,112,125,121,482,385,100,59,114,206,106,185,186,363,88
ENSDARG00000033280,5,0,0,10,16,0,0,0,0,0,0,0,22,0,0,31,0,0
ENSDARG00000033285,28,340,563,41,374,446,76,987,1111,78,803,999,75,1613,816,47,729,1005
ENSDARG00000033296,53,0,0,114,47,29,93,40,0,43,68,35,571,50,17,170,34,22
ENSDARG00000033307,164,634,771,294,775,669,596,1567,3256,734,539,321,1151,1982,900,628,2465,1949
ENSDARG00000033320,7,20,103,14,21,64,10,68,150,0,54,14,47,97,82,13,56,40
ENSDARG00000033327,640,1227,1178,607,553,1043,309,335,957,367,257,90,969,408,11,375,516,188
ENSDARG00000033345,137,132,364,163,74,196,81,320,70,70,28,55,233,231,81,119,112,65
ENSDARG00000033355,11,15,55,0,0,0,0,0,0,30,74,25,6,42,10,9,121,230
ENSDARG00000033361,48,87,0,76,46,43,29,66,685,26,15,6,51,8,66,12,37,27
ENSDARG00000033364,118,216,86,135,872,562,69,785,1061,155,547,671,296,867,700,182,984,996
ENSDARG00000033367,84,355,436,314,352,362,127,462,324,82,248,141,379,493,282,195,267,188
ENSDARG00000033370,30,0,0,1,30,17,24,43,0,1,25,0,10,0,0,3,21,14
ENSDARG00000033376,73,223,393,77,124,152,91,199,248,50,144,47,73,249,92,51,211,300
ENSDARG00000033380,0,0,0,0,4,0,11,0,0,0,20,0,6,125,0,8,19,1
ENSDARG00000033382,0,0,0,0,0,0,0,0,0,0,16,9,6,0,3,0,23,1
ENSDARG00000033393,0,0,0,28,5,27,14,0,1,29,13,0,96,14,5,35,0,0
ENSDARG00000033411,9,10,0,16,0,0,12,36,136,13,14,0,100,59,26,23,0,0
ENSDARG00000033413,28,152,0,37,47,69,47,312,120,36,57,100,97,329,136,50,182,113
ENSDARG00000033418,359,560,760,299,342,384,187,651,707,148,247,156,659,815,258,267,638,421
ENSDARG00000033436,94,75,62,84,358,394,93,443,608,109,281,233,288,641,216,102,462,572
ENSDARG00000033437,125,253,368,162,173,119,178,481,434,317,333,96,858,806,395,318,830,876
ENSDARG00000033440,691,1010,424,416,743,945,289,914,1703,257,625,549,759,2377,995,292,1456,1164
ENSDARG00000033443,254,469,1187,388,404,542,219,885,964,408,393,582,643,1197,768,398,944,884
ENSDARG00000033444,33,22,0,90,78,76,75,0,0,71,0,35,425,137,31,188,40,58
ENSDARG00000033446,11,82,0,17,61,61,31,265,110,0,146,123,105,128,169,4,271,216
ENSDARG00000033447,21,9,0,286,60,9,42,167,107,186,65,26,922,30,106,311,39,93
ENSDARG00000033450,101,168,155,231,257,400,107,320,565,82,239,116,301,484,349,214,486,257
ENSDARG00000033451,29,4,86,26,3,11,28,194,0,0,24,38,45,0,122,0,44,56
ENSDARG00000033462,2,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,6,0
ENSDARG00000033466,298,869,1699,273,368,192,458,618,2129,337,807,590,658,1247,604,400,936,666
ENSDARG00000033489,241,378,632,212,166,490,140,341,995,189,294,98,447,496,173,125,443,680
ENSDARG00000033498,61,0,0,1096,149,437,89,190,259,196,28,55,859,217,148,349,99,59
ENSDARG00000033501,9,13,0,10,0,5,9,0,59,6,0,0,63,6,0,21,20,38
ENSDARG00000033508,0,0,0,14,17,18,24,0,0,29,7,0,111,0,0,28,8,19
ENSDARG00000033516,77,59,165,170,144,149,100,235,0,231,134,186,648,353,234,164,157,118
ENSDARG00000033533,19,37,0,56,176,249,15,460,118,35,14,114,98,203,152,19,204,111
ENSDARG00000033537,333,269,214,559,331,544,323,846,1016,195,190,159,864,1082,387,443,570,674
ENSDARG00000033539,593,693,778,424,34048,41854,358,19180,15284,342,8115,17646,821,24361,20716,349,18425,16584
ENSDARG00000033544,7,0,0,86,0,78,244,140,500,300,40,16,594,62,36,163,116,32
ENSDARG00000033551,87,179,50,95,111,154,45,219,0,89,175,62,197,267,95,116,135,118
ENSDARG00000033566,1,0,0,1,0,20,3,0,108,0,69,54,9,16,0,0,42,0
ENSDARG00000033567,0,34,50,90,52,34,4,200,0,12,0,73,61,17,6,24,113,58
ENSDARG00000033579,7,142,127,29,19,57,13,89,139,28,1,10,32,26,52,22,38,51
ENSDARG00000033587,4,32,73,0,8,19,23,123,0,0,92,0,5,139,0,10,353,271
ENSDARG00000033594,0,11,0,0,0,0,0,68,0,0,0,0,0,15,0,0,10,0
ENSDARG00000033596,231,426,285,254,334,426,141,119,452,81,154,207,394,396,353,94,406,454
ENSDARG00000033597,1831,2640,2858,1606,1331,1911,916,2707,3410,708,777,1140,2726,1961,1354,1206,2186,2469
ENSDARG00000033599,58,16,48,165,79,84,43,182,168,49,33,65,657,2,1,132,17,49
ENSDARG00000033604,272,263,249,534,782,833,288,649,1189,346,515,409,945,1544,717,324,1179,828
ENSDARG00000033609,38,17,303,91,169,233,62,767,379,93,507,293,233,589,561,68,406,449
ENSDARG00000033610,0,0,0,0,7,0,0,0,0,5,0,0,6,0,0,2,0,0
ENSDARG00000033614,503,906,452,426,1702,1891,344,2486,3385,252,831,687,1122,3456,2863,601,3505,2726
ENSDARG00000033616,608,925,881,458,1667,1718,398,756,909,402,429,322,686,848,647,740,1004,966
ENSDARG00000033635,0,23,0,8,4,0,14,0,0,16,0,0,44,38,55,40,15,0
ENSDARG00000033647,237,410,789,262,436,488,158,463,801,144,166,149,537,690,347,262,535,312
ENSDARG00000033655,508,70,0,6065,2274,2212,1354,3239,4986,2354,1339,1162,11988,1580,2051,3448,618,1382
ENSDARG00000033662,0,0,0,0,0,0,14,0,0,10,0,0,16,0,0,2,18,29
ENSDARG00000033666,191,507,779,236,3126,5237,136,2333,1979,79,1129,1994,558,4584,2434,183,3957,3429
ENSDARG00000033683,543,146,101,1328,5661,5034,759,4443,25641,910,3889,3212,3859,6875,7982,1736,6140,4330
ENSDARG00000033684,2,0,49,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ENSDARG00000033706,85,931,720,19,38,14,16,46,0,23,14,48,35,8,18,28,6,0
ENSDARG00000033707,347,749,1160,416,252,502,233,509,1354,416,226,344,1027,979,673,348,650,675
ENSDARG00000033726,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0
ENSDARG00000033727,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSDARG00000033735,29,952,1163,50,99,18,2,581,348,52,265,98,107,729,615,72,1550,1313
ENSDARG00000033738,1256,4535,4145,1181,4334,5162,1199,5984,10342,1414,4267,5268,2400,6023,6110,1711,6827,6850
ENSDARG00000033742,9,52,38,13,95,152,73,33,221,53,120,50,127,378,145,11,267,354
ENSDARG00000033754,102,52,48,71,52,142,41,169,508,109,53,229,186,459,199,44,225,100
ENSDARG00000033757,349,890,1174,129,142,166,130,360,552,62,157,97,284,222,66,54,246,174
ENSDARG00000033760,71,13,0,76,121,85,0,1,527,7,18,0,110,116,28,18,23,42
ENSDARG00000033768,133,124,499,195,288,255,114,194,369,139,137,284,325,291,464,268,268,335
ENSDARG00000033771,27,100,0,29,104,51,9,252,0,7,42,27,12,81,116,2,79,0
ENSDARG00000033789,55,74,521,193,421,385,165,1080,721,83,279,206,184,440,417,319,808,928
ENSDARG00000033802,11,12,41,27,91,56,57,91,222,1,120,149,56,181,45,33,116,123
ENSDARG00000033804,139,542,702,181,901,1360,188,778,1584,312,446,529,830,2475,896,339,2055,1834
ENSDARG00000033832,0,5,102,84,105,251,71,321,1316,70,235,209,452,843,382,145,339,475
ENSDARG00000033840,1891,752,1421,3757,1009,1900,1332,1080,2393,1987,408,379,8881,1796,512,2596,1271,1031
ENSDARG00000033845,29,10,0,742,732,1103,281,235,186,576,316,230,2375,363,251,526,371,433
ENSDARG00000033852,462,580,733,243,180,199,149,266,786,249,141,117,414,631,186,176,447,460
ENSDARG00000033854,4,0,0,4,15,17,0,1,0,0,0,0,13,0,63,0,10,3
ENSDARG00000033855,307,410,633,443,526,544,316,832,840,219,236,240,547,742,444,210,696,705
ENSDARG00000033861,71,131,310,49,93,129,31,304,218,67,22,68,119,196,125,93,152,160
ENSDARG00000033871,27,98,152,16,54,30,38,243,0,42,73,99,96,190,71,18,49,160
ENSDARG00000033889,209,519,1586,262,620,568,172,509,550,311,292,318,635,1278,607,272,734,568
ENSDARG00000033899,914,1532,2105,1245,1833,2192,823,2365,2627,1075,1309,1073,3877,3317,1844,2083,2320,2767
ENSDARG00000033901,61,61,96,173,70,60,81,288,0,273,149,31,903,125,162,226,114,73
ENSDARG00000033916,109,186,167,279,107,170,114,423,823,170,124,141,452,229,182,98,280,100
ENSDARG00000033928,149,192,384,432,802,884,491,1150,1266,502,601,750,1522,1899,897,406,1772,1937
ENSDARG00000033949,0,0,0,2,17,5,0,0,0,0,0,0,18,33,16,50,18,0
ENSDARG00000033950,982,141,119,499,127,313,632,52,543,360,169,172,869,743,95,231,347,268
ENSDARG00000033953,7,31,0,0,0,0,4,9,0,0,165,0,14,61,15,0,0,14
ENSDARG00000033955,30,0,0,14,7,0,5,0,0,21,0,27,2,0,0,7,19,0
ENSDARG00000033956,0,0,0,0,6,3,9,0,0,0,0,0,85,0,0,5,179,56
ENSDARG00000033957,127,129,352,134,135,120,78,71,0,60,56,101,160,242,93,68,267,142
ENSDARG00000033963,0,0,9,10,0,0,0,0,0,0,18,0,0,0,0,0,5,0
ENSDARG00000033965,817,1033,1617,736,445,765,418,336,481,271,361,248,883,744,369,341,578,552
ENSDARG00000033967,6,82,67,33,36,37,16,0,1,1,1,26,7,57,0,8,9,17
ENSDARG00000033971,260,545,723,257,320,303,348,282,395,379,123,143,634,113,229,613,482,225
ENSDARG00000033973,87,129,0,30,172,274,39,309,191,124,101,273,142,174,141,8,309,234
ENSDARG00000033978,436,498,272,338,359,376,208,305,700,290,245,226,927,360,243,434,475,324
ENSDARG00000033987,151,185,249,160,132,170,85,175,1,65,77,79,442,102,189,182,192,226
ENSDARG00000033993,276,253,278,240,456,497,257,596,1565,184,240,564,478,1200,731,243,1124,768
ENSDARG00000033999,301,109,48,131,70,63,82,147,374,159,123,64,234,338,69,135,137,47
ENSDARG00000034001,91,386,245,79,48,108,71,105,355,75,129,66,201,202,22,116,116,100
ENSDARG00000034007,0,2,0,379,61,99,605,625,1172,362,249,82,1191,225,71,313,49,88
ENSDARG00000034011,64,0,0,334,60,159,51,115,330,188,80,60,1411,56,31,185,82,84
ENSDARG00000034013,1281,584,829,571,270,472,529,375,1695,519,187,372,1184,568,331,560,671,377
ENSDARG00000034042,8,24,0,47,0,0,0,0,4,0,22,0,49,4,0,11,61,14
ENSDARG00000034043,429,410,561,552,370,503,232,254,474,283,112,70,1024,206,161,414,525,301
ENSDARG00000034048,0,0,0,4,0,0,7,0,0,13,5,0,39,0,0,29,0,1
ENSDARG00000034056,300,715,924,637,316,775,326,1057,1670,220,420,189,873,1087,537,418,965,1060
ENSDARG00000034060,236,475,788,229,269,352,139,600,901,134,193,236,431,575,512,207,609,632
ENSDARG00000034063,57,175,163,7,69,49,0,185,762,61,240,83,92,452,253,58,599,1022
ENSDARG00000034076,78,7,0,255,4,49,81,27,248,90,92,63,1002,259,43,345,75,87
ENSDARG00000034080,141,111,40,127,157,106,290,164,922,234,114,130,202,133,33,185,167,144
ENSDARG00000034086,69,22,144,204,137,114,144,85,564,188,183,88,741,167,130,334,128,127
ENSDARG00000034092,0,64,71,0,38,7,2,291,4,27,110,16,12,425,166,10,566,551
ENSDARG00000034093,514,632,531,1028,294,472,416,183,484,255,304,158,1308,532,252,495,345,324
ENSDARG00000034095,11,38,166,40,14,138,22,6,181,24,85,76,42,44,92,16,104,84
ENSDARG00000034098,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
ENSDARG00000034105,262,712,1508,584,276,516,393,629,1534,211,377,227,1709,1027,487,1061,1219,773
ENSDARG00000034107,0,0,0,3,6,0,3,53,0,0,0,0,31,1,1,8,17,0
ENSDARG00000034117,477,1070,1438,847,470,799,703,790,2682,822,573,316,1898,1167,762,882,1186,843
ENSDARG00000034138,31,15,26,1,2,0,1,0,0,0,0,0,13,0,0,0,0,0
ENSDARG00000034146,557,763,654,393,216,400,172,120,1454,250,212,153,535,601,245,231,486,464
ENSDARG00000034160,297,395,900,492,342,534,200,925,217,220,252,401,919,1308,830,244,725,805
ENSDARG00000034165,7,0,2,140,14,89,37,101,0,229,62,0,732,143,102,250,46,114
ENSDARG00000034168,33,40,0,148,45,37,11,112,79,83,52,19,755,61,33,418,29,16
ENSDARG00000034173,0,0,32,9,192,71,60,173,117,37,139,37,163,617,145,9,458,489
ENSDARG00000034174,49,157,87,84,72,108,52,196,125,155,108,200,158,107,175,108,279,359
ENSDARG00000034178,1844,1952,2425,1297,759,1537,719,1521,3602,447,630,384,2129,2297,1005,851,1488,1471
ENSDARG00000034181,0,38,0,14,0,1,14,0,0,0,0,0,26,207,42,16,19,25
ENSDARG00000034187,75,202,321,277,186,191,190,709,965,359,214,181,1851,251,257,885,119,232
ENSDARG00000034189,578,1354,1760,577,839,1393,487,1436,2139,453,552,572,1536,2414,1339,585,1798,1747
ENSDARG00000034195,2337,2803,4073,4547,2806,4443,1954,3714,4398,1960,1495,1252,6859,4548,3006,2290,3943,3799
ENSDARG00000034203,1649,1826,2359,1158,765,955,848,638,333,451,762,534,1718,1161,567,1551,738,1063
ENSDARG00000034207,17,0,0,5,1,0,25,0,0,0,0,13,1,0,0,0,0,0
ENSDARG00000034210,67,240,177,83,133,243,104,188,587,104,171,281,131,352,80,116,325,423
ENSDARG00000034211,71,66,39,87,112,193,123,599,841,88,736,201,92,259,65,64,453,649
ENSDARG00000034215,14,0,0,79,36,21,13,43,85,40,45,41,348,27,42,123,21,26
ENSDARG00000034222,22,35,0,2,342,392,15,393,458,0,157,249,3,556,266,15,473,320
ENSDARG00000034227,211,526,428,256,116,222,112,188,201,54,53,99,374,205,195,124,97,178
ENSDARG00000034229,15,0,30,23,19,46,24,122,0,75,30,27,217,18,22,49,1,20
ENSDARG00000034240,689,1503,2082,466,2751,3699,711,3965,4229,522,2472,3153,1522,5753,3701,975,4751,5118
ENSDARG00000034256,125,308,343,72,87,107,96,52,141,76,50,86,143,255,98,66,114,140
ENSDARG00000034262,104,60,136,112,407,597,267,232,869,198,372,380,344,722,392,123,532,665
ENSDARG00000034268,1128,3589,4881,1526,1228,1850,1344,1372,2429,1762,382,239,4259,1885,674,1844,2614,987
ENSDARG00000034270,1213,2444,2954,1291,2655,3657,1042,4104,7474,922,2675,1687,3740,7950,3820,1191,6060,5114
ENSDARG00000034273,0,0,0,0,18,11,15,374,269,13,47,76,16,1026,554,27,186,227
ENSDARG00000034291,1207,3645,3475,1261,3339,3005,1236,3218,2244,1492,2864,3896,3004,5123,3918,2036,5223,4731
ENSDARG00000034293,1071,1043,1799,1674,1848,2083,1172,4109,7399,932,2131,1854,4291,6356,3193,1290,4245,3410
ENSDARG00000034300,63,9,0,114,328,372,193,229,238,254,62,53,255,170,58,196,277,75
ENSDARG00000034307,19,6,0,16,24,35,19,182,252,0,50,0,106,102,0,69,82,18
ENSDARG00000034309,154,196,207,206,121,213,67,261,762,32,99,61,299,335,198,162,256,220
ENSDARG00000034313,697,874,1210,404,763,956,404,1238,1511,224,434,314,686,1208,764,317,1074,1075
ENSDARG00000034321,6,0,0,34,17,56,61,231,0,17,101,148,413,107,85,133,116,47
ENSDARG00000034326,806,917,1091,970,872,1130,578,1335,2114,685,925,1112,1495,1604,1098,805,1231,1115
ENSDARG00000034330,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1
ENSDARG00000034344,2568,1053,1867,2590,642,1179,738,983,2557,1514,495,602,7111,1063,528,2042,843,718
ENSDARG00000034368,199,803,961,181,878,999,263,1036,1996,454,813,481,603,2456,1157,270,1330,1272
ENSDARG00000034375,2,9,0,15,0,2,16,0,0,12,0,0,47,4,0,0,0,0
ENSDARG00000034396,529,1946,1926,407,799,791,245,762,1281,197,438,342,941,1563,828,380,1262,1463
ENSDARG00000034403,8,0,0,0,0,0,3,1,0,0,0,15,3,2,0,0,1,12
ENSDARG00000034409,413,500,759,1876,549,960,392,547,1662,1288,525,220,4021,1277,808,1434,579,575
ENSDARG00000034420,2,0,33,22,0,14,33,97,0,58,36,31,316,11,0,25,20,21
ENSDARG00000034423,3,0,0,0,2,3,20,238,0,0,0,14,86,22,62,18,109,15
ENSDARG00000034424,0,15,0,176,0,36,108,203,251,404,85,6,605,76,11,40,52,11
ENSDARG00000034427,809,1014,1404,237,1210,1825,545,2327,2335,320,1153,956,685,2819,1876,180,2854,2896
ENSDARG00000034430,21,19,0,14,9,9,12,103,25,0,28,0,22,56,0,0,28,31
ENSDARG00000034434,465,516,596,836,534,588,595,639,1145,664,375,174,2165,1111,305,950,1068,612
ENSDARG00000034443,26,201,70,224,151,231,56,132,90,95,67,73,293,82,48,94,178,90
ENSDARG00000034453,59,359,332,49,55,12,30,38,303,5,56,30,195,60,9,35,77,19
ENSDARG00000034457,3,0,44,0,0,0,4,0,0,0,0,27,13,9,0,0,22,1
ENSDARG00000034466,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSDARG00000034470,169,214,128,129,771,868,46,910,2332,89,382,146,424,1117,884,196,1970,1006
ENSDARG00000034473,642,1073,1832,1137,1905,3299,516,2214,3050,593,340,804,1572,2985,1429,473,3330,2472
ENSDARG00000034493,16,10,57,92,24,58,21,150,82,193,88,74,1307,65,24,368,95,74
ENSDARG00000034497,301,397,137,390,256,311,230,484,504,189,213,287,503,399,254,309,292,220
ENSDARG00000034503,290,816,1859,663,4487,4292,1128,8952,11928,1225,2242,3695,3706,13839,8524,1772,8478,8056
ENSDARG00000034504,54,67,173,312,104,101,128,10,0,137,31,112,791,269,143,310,48,136
ENSDARG00000034518,34,129,242,72,36,60,24,268,170,3,180,22,74,96,47,36,123,80
ENSDARG00000034522,10,0,0,141,65,54,78,71,0,47,9,0,625,124,96,228,46,82
ENSDARG00000034528,7,20,42,2,22,7,3,0,0,52,0,0,89,0,0,5,22,0
ENSDARG00000034534,370,772,892,778,916,1247,409,1181,2075,613,1197,439,2631,3179,1304,869,2312,1869
ENSDARG00000034541,172,955,1026,268,264,326,409,1094,735,550,318,147,688,575,156,396,611,291
ENSDARG00000034555,347,318,644,306,608,899,370,666,1452,385,316,428,712,1216,704,452,1407,893
ENSDARG00000034559,12,5,0,11,25,0,5,38,0,0,0,0,7,0,0,0,9,0
ENSDARG00000034568,40,44,43,54,106,100,29,291,338,76,127,36,139,61,82,20,120,120
ENSDARG00000034572,124,93,242,20,2040,2519,4,2462,2678,2,1206,1663,73,3948,3409,57,2062,2483
ENSDARG00000034577,0,0,0,0,0,0,3,0,0,20,0,13,8,0,0,0,0,0
ENSDARG00000034588,12,6,0,70,50,0,1042,28,298,308,37,67,1140,163,36,258,105,115
ENSDARG00000034598,0,0,0,0,0,0,0,0,348,0,0,0,4,0,25,8,13,0
ENSDARG00000034600,298,322,531,246,395,530,232,233,712,138,354,263,464,741,483,172,792,634
ENSDARG00000034604,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,1,0
ENSDARG00000034605,6,0,66,8,33,12,21,77,306,47,126,153,56,128,32,9,82,141
ENSDARG00000034610,7,0,81,8,0,0,0,0,0,0,0,0,13,0,0,0,6,0
ENSDARG00000034616,625,1112,1476,1311,1349,1728,809,1951,2995,838,525,1091,2350,2130,1108,730,1706,1639
ENSDARG00000034624,346,450,1051,208,187,229,184,300,497,112,220,136,357,432,210,93,276,275
ENSDARG00000034633,152,133,360,132,174,345,60,472,563,121,90,140,214,232,207,67,347,305
ENSDARG00000034643,218,275,485,109,532,262,293,365,342,288,212,211,410,496,360,108,629,421
ENSDARG00000034650,5,0,0,8,19,0,10,0,0,16,0,0,10,120,68,8,80,34
ENSDARG00000034667,23,94,117,13,25,0,46,0,139,90,0,0,44,78,33,63,51,34
ENSDARG00000034668,246,80,110,2020,486,718,624,488,2044,973,290,149,2701,686,280,928,265,332
ENSDARG00000034670,381,201,437,799,457,412,326,379,912,324,184,203,1344,499,234,357,544,446
ENSDARG00000034677,21,14,0,20,67,103,205,65,822,80,751,165,68,120,0,21,54,29
ENSDARG00000034685,31,80,167,152,255,511,213,389,517,123,259,347,610,640,154,127,309,339
ENSDARG00000034693,130,193,233,199,253,295,118,414,217,202,215,78,386,559,179,116,201,231
ENSDARG00000034700,99,51,131,133,61,117,61,50,216,111,31,0,169,147,71,89,136,101
ENSDARG00000034705,31,0,0,3,25,56,6,107,38,15,23,0,293,85,102,105,154,97
ENSDARG00000034707,3,0,32,15,19,83,36,194,442,19,95,114,20,88,52,24,24,77
ENSDARG00000034714,268,361,319,169,157,388,182,159,335,228,167,82,543,635,437,276,600,254
ENSDARG00000034717,43,11,0,31,27,40,81,149,226,34,26,34,38,156,128,21,49,0
ENSDARG00000034718,62,50,64,121,156,142,289,307,819,219,146,103,329,27,185,163,359,180
ENSDARG00000034734,133,186,208,180,197,199,60,512,599,123,239,83,267,331,218,78,318,324
ENSDARG00000034753,318,381,395,320,547,500,269,949,759,496,296,727,746,652,339,263,940,454
ENSDARG00000034757,0,4,0,13,16,0,5,0,0,0,0,0,87,11,0,17,0,0
ENSDARG00000034768,915,1510,2315,708,894,1186,691,1483,1410,675,548,413,1864,2258,1076,709,1687,1554
ENSDARG00000034771,142,172,360,155,644,587,216,795,604,110,175,293,160,568,450,202,591,439
ENSDARG00000034773,784,1131,1344,359,314,241,329,240,1049,181,184,135,485,453,340,301,283,259
ENSDARG00000034777,250,618,403,211,536,638,200,650,1250,249,452,546,325,702,609,92,855,556
ENSDARG00000034785,61,121,126,88,87,81,107,0,0,227,45,86,325,163,24,100,77,56
ENSDARG00000034801,25,143,65,158,129,294,460,391,779,414,79,195,765,417,206,633,1042,340
ENSDARG00000034808,3,12,0,32,90,110,42,201,0,85,29,9,264,72,74,141,17,14
ENSDARG00000034817,51,184,47,81,616,306,100,1219,953,114,811,328,156,1027,676,65,1474,989
ENSDARG00000034823,1070,1767,1684,1029,1525,2374,885,2276,4384,888,1262,1009,2459,3480,2201,1552,2527,2608
ENSDARG00000034825,186,378,475,446,451,378,223,325,623,242,132,52,589,460,267,123,328,267
ENSDARG00000034826,2,58,76,24,115,212,33,317,122,15,254,140,125,449,116,34,227,373
ENSDARG00000034836,0,0,0,10,16,11,12,0,188,4,102,21,30,30,20,10,51,0
ENSDARG00000034852,208,1236,3474,1207,273,144,259,181,9,542,147,124,1363,70,26,350,66,137
