ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_av,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_av,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_av,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_av,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_av,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_av
ENSDARG00000019457,128,477.5,143,428,68,602,115,226,205,868,107,874.5
ENSDARG00000019459,290,802.5,479,391.5,184,778,278,187.5,956,645,395,467.5
ENSDARG00000019484,141,155,205,408,83,296,149,166,385,337,93,417.5
ENSDARG00000019487,54,418.5,157,212,66,616.5,122,184.5,154,450,40,650.5
ENSDARG00000019492,0,0,0,0,14,159,0,12,0,174,0,57
ENSDARG00000019496,273,289.5,143,479,192,794,115,462,290,933,200,650.5
ENSDARG00000019498,45,73.5,118,680.5,116,1455,222,613.5,399,1239,112,763
ENSDARG00000019501,479,1151,756,817,456,790.5,359,276.5,1380,956.5,380,1113.5
ENSDARG00000019503,0,20,15,12.5,7,125.5,0,12.5,21,0,30,6.5
ENSDARG00000019507,3995,5867,1517,1073,1232,2263.5,717,853,1995,2348,1101,2448
ENSDARG00000019516,17,11,37,0.5,60,125.5,21,14,96,18.5,27,8
ENSDARG00000019521,160,6409.5,472,107.5,229,598.5,586,272.5,1081,131.5,537,127.5
ENSDARG00000019525,22,324.5,381,95,109,460.5,136,94.5,467,194.5,174,177
ENSDARG00000019526,67,106,143,194.5,90,245,104,114.5,201,212,69,239.5
ENSDARG00000019529,1742,1754,1094,580,680,1551,415,519.5,1318,919.5,662,1143
ENSDARG00000019530,705,1396,838,906.5,415,1976,340,391,1448,1192.5,683,1046.5
ENSDARG00000019532,30,2.5,32,14.5,32,81,104,161.5,268,208.5,96,27
ENSDARG00000019541,464,561,247,549.5,387,1191.5,272,472,715,1741,348,934.5
ENSDARG00000019549,41,91,50,289,38,480.5,48,143.5,102,427,21,351.5
ENSDARG00000019556,165,1067.5,244,1074.5,115,1141,186,571.5,424,1467.5,197,1648
ENSDARG00000019564,289,155,176,681.5,371,1150,174,951.5,295,1649,177,1544.5
ENSDARG00000019566,352,0,2776,802,1089,2145,2204,582,4972,871.5,1497,625
ENSDARG00000019572,433,926,476,820,335,1491,416,546.5,1024,963.5,559,947.5
ENSDARG00000019579,267,1148,427,248,216,336,252,99,1122,192,355,194
ENSDARG00000019581,995,1499,1164,2612.5,744,3023.5,787,1606.5,2732,3309.5,1028,3277.5
ENSDARG00000019585,0,0,0,2.5,0,34,0,0,6,24,0,9.5
ENSDARG00000019588,366,1283.5,646,867.5,206,1179,171,480,1157,932,451,1100
ENSDARG00000019591,0,0,2,0,0,0,0,0,0,0,3,0
ENSDARG00000019595,6,50.5,17,25.5,29,17.5,0,2.5,37,55,27,23
ENSDARG00000019596,587,1647.5,599,797,358,1544.5,476,540.5,1107,1315.5,439,1192
ENSDARG00000019601,3619,3736,5457,3068.5,6423,5713.5,6326,1200,13188,3201.5,7273,2921.5
ENSDARG00000019613,204,706,604,1230.5,270,3704,533,831,2269,2300,762,2402
ENSDARG00000019614,654,774,467,534,253,420,266,181,744,477,320,436
ENSDARG00000019636,103,134,131,262.5,163,548,187,236.5,267,399,137,219.5
ENSDARG00000019644,672,731,1067,9228.5,1220,9576,1283,4489,4342,8127.5,2803,8529
ENSDARG00000019646,50,141.5,68,72,108,88.5,168,35.5,246,70,65,33.5
ENSDARG00000019651,20,55.5,0,5.5,0,0,8,0,0,31,0,6
ENSDARG00000019658,80,28.5,818,229.5,169,263,395,156,1734,175.5,464,109.5
ENSDARG00000019660,6,0,0,0,14,0,0,13.5,15,0,5,6
ENSDARG00000019686,10,0,8,0,36,22.5,45,0,70,0,8,0
ENSDARG00000019692,0,24.5,0,62.5,7,27.5,22,4,171,54,90,29.5
ENSDARG00000019693,214,442,328,660.5,274,1141,282,214.5,727,1015,182,778
